Arts & Crafts Store,Bridge,Home (private),Medical Center,Food Truck,Food & Drink Shop,Coffee Shop,Bus Station,Bank,Gastropub,Electronics Store,Mobile Phone Shop,Automotive Shop,Restaurant,American Restaurant,Government Building,Airport,Ferry,Office,Other Great Outdoors,Building,Mexican Restaurant,Music Venue,Subway,Student Center,Park,Road,Burger Joint,Sporting Goods Shop,Pizza Place,Jewelry Store,Sandwich Place,Clothing Store,Neighborhood,Ice Cream Shop,Soup Place,College Academic Building,Department Store,Playground,Tattoo Parlor,Mall,Deli / Bodega,University,Diner,Music Store,Light Rail,Salon / Barbershop,General College & University,Animal Shelter,Laundry Service,Residential Building (Apartment / Condo),Drugstore / Pharmacy,Cuban Restaurant,BBQ Joint,Other Nightlife,Gym / Fitness Center,Italian Restaurant,Stadium,Church,Train Station,Tanning Salon,Hotel,Miscellaneous Shop,Bar,Spanish Restaurant,Moving Target,Asian Restaurant,Factory,School,General Travel,Burrito Place,Fast Food Restaurant,Dumpling Restaurant,Cupcake Shop,Wings Joint,Caribbean Restaurant,Hardware Store,Performing Arts Venue,Convenience Store,French Restaurant,Bookstore,Bike Shop,Campground,Gas Station / Garage,Parking,Salad Place,Art Gallery,Video Game Store,Toy / Game Store,Event Space,Vegetarian / Vegan Restaurant,Sushi Restaurant,Convention Center,Chinese Restaurant,Latin American Restaurant,Spa / Massage,Paper / Office Supplies Store,Candy Store,Breakfast Spot,Southern / Soul Food Restaurant,Cosmetics Shop,Community College,Fried Chicken Joint,Plaza,Dessert Shop,Cemetery,Museum,Bagel Shop,Arcade,Concert Hall,Athletic & Sport,Middle Eastern Restaurant,Theater,Medical School,Tea Room,Movie Theater,Comedy Club,Post Office,Seafood Restaurant,Scenic Lookout,Housing Development,Synagogue,Donut Shop,General Entertainment,Pool,Japanese Restaurant,Arts & Entertainment,Pet Store,German Restaurant,Indian Restaurant,Garden,Hot Dog Joint,Steakhouse,Bowling Alley,Smoke Shop,Pool Hall,Harbor / Marina,Thai Restaurant,Bakery,Food,Ramen /  Noodle House,Mediterranean Restaurant,Beer Garden,Outdoors & Recreation,River,Beach,Casino,High School,Snack Place,Taxi,College & University,Record Shop,Temple,Historic Site,Rest Area,Furniture / Home Store,History Museum,Recycling Facility,Bridal Shop,Library,Nail Salon,Professional & Other Places,Nursery School,Sculpture Garden,Taco Place,South American Restaurant,Law School,Thrift / Vintage Store,Brazilian Restaurant,Greek Restaurant,Falafel Restaurant,Tapas Restaurant,City,Eastern European Restaurant,Korean Restaurant,Rental Car Location,Spiritual Center,Science Museum,Flea Market,Art Museum,Gift Shop,Flower Shop,Hobby Shop,Brewery,Cajun / Creole Restaurant,Vietnamese Restaurant,Dim Sum Restaurant,Racetrack,Elementary School,Zoo,Design Studio,Trade School,Australian Restaurant,Funeral Home,Shrine,College Stadium,Middle School,Financial or Legal Service,Molecular Gastronomy Restaurant,Market,uid,grid
0,0,0,2,0,5,3,1,4,0,3,0,0,0,6,0,2,0,0,0,1,2,2,3,0,4,0,2,0,3,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,17,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,810
1,1,1,13,0,20,1,3,0,0,1,0,0,0,1,8,0,0,2,26,4,0,7,0,0,6,32,2,0,2,0,0,1,13,0,0,0,2,1,0,3,9,0,0,0,1,1,0,0,0,1,1,0,0,1,2,0,4,0,0,0,1,4,11,0,2,1,0,0,13,0,9,0,0,0,0,0,1,2,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,691,1266
0,0,0,0,2,6,2,0,0,0,1,1,0,0,1,0,0,1,37,0,0,8,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,1,0,13,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116,1109
0,0,68,0,0,2,0,0,0,0,0,0,57,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2001
1,0,33,2,1,35,0,51,21,0,0,0,0,0,4,3,0,0,1,4,2,1,1,137,0,1,2,28,0,2,0,1,8,8,5,0,0,9,0,0,0,279,18,2,0,0,18,0,0,16,0,17,0,1,0,1,0,22,0,1,0,0,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,77,0,0,0,0,0,5,65,0,14,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,1,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1653
0,0,0,0,2,2,1,0,0,2,2,0,0,1,7,0,4,0,3,3,0,2,4,0,0,2,0,4,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,1,0,1,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,2,2,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1109
0,2,63,0,0,1,21,0,3,0,3,0,1,0,0,1,0,0,0,29,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,29,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,2211
0,0,2,0,0,4,1,4,0,0,1,0,3,0,13,0,0,0,2,2,1,2,0,4,0,6,2,2,0,2,0,2,8,2,0,0,2,1,0,0,8,0,0,0,0,2,0,0,0,1,3,4,0,0,0,9,1,1,0,25,0,2,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,3,0,3,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,3,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1102
0,0,163,3,0,6,4,0,0,0,1,0,0,0,4,69,0,0,0,4,2,1,0,0,0,4,0,0,1,2,0,2,1,0,0,0,1,4,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,3,0,0,0,1,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,891,1771
0,0,0,0,1,2,9,2,0,0,0,0,0,0,4,1,1,0,5,1,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,4,1,1,1,0,12,1,1,0,0,2,1,0,26,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284,809
0,5,82,3,3,6,1,2,4,1,2,0,1,0,1,8,108,0,6,15,4,1,1,1,0,5,5,0,0,8,0,0,0,19,0,0,5,1,17,2,2,6,0,2,0,0,0,0,0,0,1,0,0,0,2,1,1,5,2,14,0,2,0,56,1,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,10,0,0,25,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,901,590
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,164,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,1347
0,50,1,1,0,8,0,14,31,0,0,0,1,0,1,6,0,0,93,1,11,1,0,0,0,1,13,2,1,3,0,0,1,5,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,10,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,699,1109
0,0,0,2,0,14,12,1,0,0,0,0,0,1,0,1,2,0,1,45,6,0,1,0,0,7,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,40,0,0,5,0,0,0,23,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1289
0,3,8,11,0,8,0,121,0,0,0,0,8,0,3,1,0,0,134,37,63,2,0,8,0,4,28,1,0,1,0,0,1,6,0,0,1,9,0,0,1,69,0,2,0,0,2,0,0,0,3,0,2,0,1,0,1,1,0,2,0,0,1,116,0,0,0,2,0,6,0,1,0,0,0,1,1,0,2,0,1,0,1,2,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,11,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,627
0,0,0,0,0,38,0,0,0,0,0,0,0,0,88,0,115,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,689,1290
0,0,1,0,0,9,0,0,0,2,3,0,0,1,2,2,4,0,94,7,61,2,1,0,0,3,0,1,2,2,0,3,4,0,1,0,0,4,0,0,0,1,16,5,0,0,10,0,0,0,54,0,0,1,0,14,3,7,1,4,0,0,0,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2,0,4,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,390,927
